Mean;STD;Activation;Alpha;Hidden Layer Size;Learning rate;Random State;Solver;;"Best parameters: ,""{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': 39, 'learning_rate': 'constant', 'random_state': None, 'solver': 'lbfgs'}"""
0.41111;(+/-0.16405);'logistic',;0.0001,;64;'constant',;1;'adam'};;
0.41111;(+/-0.16405);'logistic',;0.0001,;64;'adaptive',;1;'adam'};;
0.41111;(+/-0.13364);'logistic',;0.0001,;64;'adaptive',;None,;'adam'};;
0.41111;(+/-0.13364);'logistic',;0.0001,;66;'constant',;1;'adam'};;
0.41111;(+/-0.13364);'logistic',;0.0001,;66;'adaptive',;1;'adam'};;
0.41111;(+/-0.11794);'logistic',;0.05,;64;'constant',;None,;'adam'};;
0.41111;(+/-0.18212);'logistic',;0.05,;70;'constant',;None,;'adam'};;
0.41111;(+/-0.16405);'logistic',;0.05,;77;'constant',;1;'adam'};;
0.41111;(+/-0.16405);'logistic',;0.05,;77;'adaptive',;1;'adam'};;
0.41111;(+/-0.13966);'identity',;0.0001,;10;'constant',;1;'adam'};;
0.41111;(+/-0.13966);'identity',;0.0001,;10;'adaptive',;1;'adam'};;
0.41111;(+/-0.12273);'identity',;0.0001,;11;'adaptive',;None,;'adam'};;
0.40926;(+/-0.14181);'tanh',;0.05,;10;'constant',;None,;'adam'};;
0.40926;(+/-0.11197);'logistic',;0.05,;66;'constant',;1;'adam'};;
0.40926;(+/-0.11197);'logistic',;0.05,;66;'adaptive',;1;'adam'};;
0.40926;(+/-0.15878);'logistic',;0.05,;71;'constant',;None,;'adam'};;
0.40926;(+/-0.17435);'logistic',;0.05,;76;'constant',;None,;'adam'};;
0.40926;(+/-0.14181);'logistic',;0.05,;76;'adaptive',;None,;'adam'};;
0.40926;(+/-0.16835);'logistic',;0.05,;77;'constant',;None,;'adam'};;
0.40926;(+/-0.12516);'identity',;0.0001,;12;'constant',;None,;'adam'};;
0.40741;(+/-0.16363);'logistic',;0.0001,;63;'constant',;None,;'adam'};;
0.40741;(+/-0.15878);'logistic',;0.0001,;68;'adaptive',;None,;'adam'};;
0.40741;(+/-0.15458);'logistic',;0.0001,;70;'constant',;1;'adam'};;
0.40741;(+/-0.15458);'logistic',;0.0001,;70;'adaptive',;1;'adam'};;
0.40741;(+/-0.19966);'logistic',;0.05,;66;'constant',;None,;'adam'};;
0.40741;(+/-0.11840);'logistic',;0.05,;72;'constant',;1;'adam'};;
0.40741;(+/-0.11840);'logistic',;0.05,;72;'adaptive',;1;'adam'};;
0.40741;(+/-0.16883);'logistic',;0.05,;74;'adaptive',;None,;'adam'};;
0.40741;(+/-0.12873);'logistic',;0.05,;79;'constant',;1;'adam'};;
0.40741;(+/-0.12873);'logistic',;0.05,;79;'adaptive',;1;'adam'};;
0.40556;(+/-0.14600);'logistic',;0.0001,;65;'adaptive',;None,;'adam'};;
0.40556;(+/-0.11367);'logistic',;0.05,;60;'adaptive',;None,;'adam'};;
0.40556;(+/-0.13699);'logistic',;0.05,;77;'adaptive',;None,;'adam'};;
0.40556;(+/-0.14171);'identity',;0.05,;14;'constant',;None,;'adam'};;
0.40370;(+/-0.24551);'relu',;0.0001,;11;'adaptive',;None,;'lbfgs'};;
0.40370;(+/-0.15217);'relu',;0.05,;15;'constant',;None,;'adam'};;
0.40370;(+/-0.13282);'logistic',;0.0001,;79;'constant',;1;'adam'};;
0.40370;(+/-0.13282);'logistic',;0.0001,;79;'adaptive',;1;'adam'};;
0.40370;(+/-0.11840);'logistic',;0.05,;61;'constant',;None,;'adam'};;
0.40370;(+/-0.13649);'logistic',;0.05,;68;'adaptive',;None,;'adam'};;
0.40370;(+/-0.12384);'logistic',;0.05,;69;'constant',;None,;'adam'};;
0.40370;(+/-0.19507);'logistic',;0.05,;74;'constant',;1;'adam'};;
0.40370;(+/-0.19507);'logistic',;0.05,;74;'adaptive',;1;'adam'};;
0.40185;(+/-0.13858);'relu',;0.05,;17;'constant',;None,;'adam'};;
0.40185;(+/-0.22777);'logistic',;0.05,;72;'adaptive',;None,;'adam'};;
0.40185;(+/-0.16338);'logistic',;0.05,;79;'adaptive',;None,;'adam'};;
0.40185;(+/-0.17269);'logistic',;0.05,;81;'adaptive',;None,;'adam'};;
0.40185;(+/-0.19507);'identity',;0.05,;10;'constant',;None,;'adam'};;
0.40185;(+/-0.09087);'identity',;0.05,;10;'adaptive',;None,;'adam'};;
0.40185;(+/-0.10436);'identity',;0.05,;11;'adaptive',;None,;'adam'};;
0.40000;(+/-0.05518);'tanh',;0.05,;4;'adaptive',;None,;'lbfgs'};;
0.40000;(+/-0.16405);'logistic',;0.0001,;62;'constant',;None,;'adam'};;
0.40000;(+/-0.14600);'logistic',;0.0001,;67;'constant',;1;'adam'};;
0.40000;(+/-0.14600);'logistic',;0.0001,;67;'adaptive',;1;'adam'};;
0.40000;(+/-0.12273);'logistic',;0.05,;56;'constant',;None,;'adam'};;
0.40000;(+/-0.14600);'logistic',;0.05,;56;'adaptive',;None,;'adam'};;
0.40000;(+/-0.13699);'logistic',;0.05,;65;'constant',;None,;'adam'};;
0.40000;(+/-0.16127);'logistic',;0.05,;72;'constant',;None,;'adam'};;
0.40000;(+/-0.11367);'identity',;0.0001,;11;'constant',;None,;'adam'};;
0.39815;(+/-0.04475);'tanh',;0.0001,;5;'constant',;None,;'lbfgs'};;
0.39815;(+/-0.14750);'relu',;0.05,;17;'constant',;1;'adam'};;
0.39815;(+/-0.14750);'relu',;0.05,;17;'adaptive',;1;'adam'};;
0.39815;(+/-0.10436);'logistic',;0.0001,;53;'constant',;1;'adam'};;
0.39815;(+/-0.10436);'logistic',;0.0001,;53;'adaptive',;1;'adam'};;
0.39815;(+/-0.12744);'logistic',;0.0001,;56;'constant',;None,;'adam'};;
0.39815;(+/-0.08950);'logistic',;0.0001,;57;'constant',;1;'adam'};;
0.39815;(+/-0.08950);'logistic',;0.0001,;57;'adaptive',;1;'adam'};;
0.39815;(+/-0.15930);'logistic',;0.0001,;66;'constant',;None,;'adam'};;
0.39815;(+/-0.12744);'logistic',;0.0001,;70;'constant',;None,;'adam'};;
0.39815;(+/-0.08232);'logistic',;0.05,;3;'constant',;1;'lbfgs'};;
0.39815;(+/-0.08232);'logistic',;0.05,;3;'adaptive',;1;'lbfgs'};;
0.39815;(+/-0.19507);'logistic',;0.05,;64;'adaptive',;None,;'adam'};;
0.39815;(+/-0.17149);'logistic',;0.05,;69;'adaptive',;None,;'adam'};;
0.39630;(+/-0.08623);'tanh',;0.05,;12;'constant',;1;'adam'};;
0.39630;(+/-0.08623);'tanh',;0.05,;12;'adaptive',;1;'adam'};;
0.39630;(+/-0.06436);'tanh',;0.05,;12;'adaptive',;None,;'adam'};;
0.39630;(+/-0.14468);'relu',;0.0001,;16;'adaptive',;None,;'adam'};;
0.39630;(+/-0.05762);'logistic',;0.0001,;8;'adaptive',;None,;'lbfgs'};;
0.39630;(+/-0.15564);'logistic',;0.0001,;73;'constant',;None,;'adam'};;
0.39630;(+/-0.13157);'logistic',;0.05,;62;'constant',;None,;'adam'};;
0.39630;(+/-0.17269);'logistic',;0.05,;64;'constant',;1;'adam'};;
0.39630;(+/-0.17269);'logistic',;0.05,;64;'adaptive',;1;'adam'};;
0.39444;(+/-0.08654);'tanh',;0.0001,;12;'constant',;1;'adam'};;
0.39444;(+/-0.08654);'tanh',;0.0001,;12;'adaptive',;1;'adam'};;
0.39444;(+/-0.12798);'relu',;0.05,;15;'constant',;1;'adam'};;
0.39444;(+/-0.12798);'relu',;0.05,;15;'adaptive',;1;'adam'};;
0.39444;(+/-0.16948);'logistic',;0.0001,;62;'constant',;1;'adam'};;
0.39444;(+/-0.16948);'logistic',;0.0001,;62;'adaptive',;1;'adam'};;
0.39444;(+/-0.13084);'logistic',;0.05,;55;'constant',;None,;'adam'};;
0.39444;(+/-0.13364);'logistic',;0.05,;71;'adaptive',;None,;'adam'};;
0.39444;(+/-0.16630);'identity',;0.05,;2;'constant',;1;'lbfgs'};;
0.39444;(+/-0.16630);'identity',;0.05,;2;'adaptive',;1;'lbfgs'};;
0.39259;(+/-0.14354);'tanh',;0.0001,;13;'constant',;None,;'adam'};;
0.39259;(+/-0.28607);'relu',;0.05,;17;'adaptive',;None,;'adam'};;
0.39259;(+/-0.16263);'logistic',;0.0001,;6;'constant',;None,;'lbfgs'};;
0.39259;(+/-0.13769);'logistic',;0.0001,;60;'constant',;None,;'adam'};;
0.39259;(+/-0.12873);'logistic',;0.0001,;63;'constant',;1;'adam'};;
0.39259;(+/-0.12873);'logistic',;0.0001,;63;'adaptive',;1;'adam'};;
0.39259;(+/-0.12317);'logistic',;0.0001,;65;'constant',;1;'adam'};;
0.39259;(+/-0.12317);'logistic',;0.0001,;65;'adaptive',;1;'adam'};;
0.39259;(+/-0.19986);'logistic',;0.05,;61;'adaptive',;None,;'adam'};;
0.39259;(+/-0.12582);'logistic',;0.05,;63;'adaptive',;None,;'adam'};;
0.39259;(+/-0.11343);'logistic',;0.05,;65;'constant',;1;'adam'};;
0.39259;(+/-0.11343);'logistic',;0.05,;65;'adaptive',;1;'adam'};;
0.39259;(+/-0.10515);'identity',;0.05,;11;'constant',;None,;'adam'};;
0.39074;(+/-0.15617);'tanh',;0.0001,;11;'constant',;None,;'adam'};;
0.39074;(+/-0.18688);'relu',;0.05,;19;'constant',;1;'adam'};;
0.39074;(+/-0.18688);'relu',;0.05,;19;'adaptive',;1;'adam'};;
0.39074;(+/-0.12250);'logistic',;0.0001,;61;'constant',;1;'adam'};;
0.39074;(+/-0.12250);'logistic',;0.0001,;61;'adaptive',;1;'adam'};;
0.39074;(+/-0.14123);'logistic',;0.0001,;64;'constant',;None,;'adam'};;
0.39074;(+/-0.12744);'logistic',;0.05,;50;'constant',;None,;'adam'};;
0.39074;(+/-0.14181);'logistic',;0.05,;62;'adaptive',;None,;'adam'};;
0.39074;(+/-0.11487);'logistic',;0.05,;67;'adaptive',;None,;'adam'};;
0.38889;(+/-0.11794);'tanh',;0.05,;11;'constant',;None,;'adam'};;
0.38889;(+/-0.14084);'relu',;0.0001,;15;'constant',;1;'adam'};;
0.38889;(+/-0.14084);'relu',;0.0001,;15;'adaptive',;1;'adam'};;
0.38889;(+/-0.15896);'logistic',;0.0001,;57;'constant',;None,;'adam'};;
0.38889;(+/-0.14990);'logistic',;0.0001,;71;'constant',;None,;'adam'};;
0.38889;(+/-0.04801);'logistic',;0.05,;57;'constant',;1;'adam'};;
0.38889;(+/-0.04801);'logistic',;0.05,;57;'adaptive',;1;'adam'};;
0.38889;(+/-0.11898);'logistic',;0.05,;63;'constant',;None,;'adam'};;
0.38704;(+/-0.13466);'tanh',;0.0001,;10;'constant',;1;'adam'};;
0.38704;(+/-0.11978);'tanh',;0.0001,;10;'constant',;None,;'adam'};;
0.38704;(+/-0.13466);'tanh',;0.0001,;10;'adaptive',;1;'adam'};;
0.38704;(+/-0.15108);'logistic',;0.0001,;52;'constant',;None,;'adam'};;
0.38704;(+/-0.10436);'logistic',;0.0001,;58;'constant',;1;'adam'};;
0.38704;(+/-0.10436);'logistic',;0.0001,;58;'adaptive',;1;'adam'};;
0.38704;(+/-0.17693);'logistic',;0.0001,;59;'constant',;1;'adam'};;
0.38704;(+/-0.17693);'logistic',;0.0001,;59;'adaptive',;1;'adam'};;
0.38704;(+/-0.16338);'logistic',;0.0001,;62;'adaptive',;None,;'adam'};;
0.38704;(+/-0.12317);'logistic',;0.05,;57;'constant',;None,;'adam'};;
0.38704;(+/-0.13220);'logistic',;0.05,;63;'constant',;1;'adam'};;
0.38704;(+/-0.13220);'logistic',;0.05,;63;'adaptive',;1;'adam'};;
0.38704;(+/-0.13220);'logistic',;0.05,;65;'adaptive',;None,;'adam'};;
0.38704;(+/-0.13220);'logistic',;0.05,;70;'constant',;1;'adam'};;
0.38704;(+/-0.13220);'logistic',;0.05,;70;'adaptive',;1;'adam'};;
0.38519;(+/-0.16539);'relu',;0.0001,;17;'constant',;1;'adam'};;
0.38519;(+/-0.16539);'relu',;0.0001,;17;'adaptive',;1;'adam'};;
0.38519;(+/-0.16981);'relu',;0.0001,;19;'constant',;1;'adam'};;
0.38519;(+/-0.16981);'relu',;0.0001,;19;'adaptive',;1;'adam'};;
0.38519;(+/-0.13282);'logistic',;0.0001,;53;'constant',;None,;'adam'};;
0.38519;(+/-0.14411);'logistic',;0.0001,;56;'adaptive',;None,;'adam'};;
0.38519;(+/-0.17317);'logistic',;0.0001,;60;'constant',;1;'adam'};;
0.38519;(+/-0.17317);'logistic',;0.0001,;60;'adaptive',;1;'adam'};;
0.38519;(+/-0.15982);'logistic',;0.0001,;61;'constant',;None,;'adam'};;
0.38519;(+/-0.15026);'logistic',;0.0001,;61;'adaptive',;None,;'adam'};;
0.38519;(+/-0.11416);'logistic',;0.05,;53;'constant',;1;'adam'};;
0.38519;(+/-0.11416);'logistic',;0.05,;53;'adaptive',;1;'adam'};;
0.38519;(+/-0.16464);'logistic',;0.05,;58;'constant',;None,;'adam'};;
0.38519;(+/-0.12081);'logistic',;0.05,;67;'constant',;1;'adam'};;
0.38519;(+/-0.12081);'logistic',;0.05,;67;'adaptive',;1;'adam'};;
0.38333;(+/-0.13729);'tanh',;0.05,;10;'constant',;1;'adam'};;
0.38333;(+/-0.13729);'tanh',;0.05,;10;'adaptive',;1;'adam'};;
0.38148;(+/-0.14239);'tanh',;0.0001,;6;'constant',;None,;'lbfgs'};;
0.38148;(+/-0.09952);'tanh',;0.05,;11;'adaptive',;None,;'adam'};;
0.38148;(+/-0.11197);'relu',;0.05,;8;'constant',;1;'lbfgs'};;
0.38148;(+/-0.11197);'relu',;0.05,;8;'adaptive',;1;'lbfgs'};;
0.38148;(+/-0.25440);'relu',;0.05,;9;'adaptive',;None,;'lbfgs'};;
0.38148;(+/-0.10436);'logistic',;0.0001,;53;'adaptive',;None,;'adam'};;
0.38148;(+/-0.13649);'logistic',;0.0001,;54;'constant',;1;'adam'};;
0.38148;(+/-0.13649);'logistic',;0.0001,;54;'adaptive',;1;'adam'};;
0.38148;(+/-0.09529);'logistic',;0.0001,;54;'adaptive',;None,;'adam'};;
0.38148;(+/-0.13466);'logistic',;0.0001,;55;'constant',;None,;'adam'};;
0.38148;(+/-0.11665);'logistic',;0.0001,;58;'constant',;None,;'adam'};;
0.38148;(+/-0.16786);'logistic',;0.0001,;59;'adaptive',;None,;'adam'};;
0.38148;(+/-0.13220);'logistic',;0.05,;52;'constant',;None,;'adam'};;
0.38148;(+/-0.12873);'logistic',;0.05,;59;'adaptive',;None,;'adam'};;
0.37963;(+/-0.09615);'logistic',;0.0001,;63;'adaptive',;None,;'adam'};;
0.37963;(+/-0.15026);'logistic',;0.05,;59;'constant',;1;'adam'};;
0.37963;(+/-0.15026);'logistic',;0.05,;59;'adaptive',;1;'adam'};;
0.37963;(+/-0.15081);'logistic',;0.05,;62;'constant',;1;'adam'};;
0.37963;(+/-0.15081);'logistic',;0.05,;62;'adaptive',;1;'adam'};;
0.37963;(+/-0.06041);'identity',;0.0001,;9;'adaptive',;None,;'adam'};;
0.37778;(+/-0.16050);'relu',;0.0001,;9;'adaptive',;None,;'lbfgs'};;
0.37778;(+/-0.07201);'logistic',;0.0001,;5;'constant',;None,;'lbfgs'};;
0.37778;(+/-0.10999);'logistic',;0.0001,;50;'constant',;1;'adam'};;
0.37778;(+/-0.10999);'logistic',;0.0001,;50;'adaptive',;1;'adam'};;
0.37778;(+/-0.05949);'logistic',;0.05,;51;'adaptive',;None,;'adam'};;
0.37778;(+/-0.14852);'logistic',;0.05,;60;'constant',;1;'adam'};;
0.37778;(+/-0.14852);'logistic',;0.05,;60;'adaptive',;1;'adam'};;
0.37778;(+/-0.16802);'logistic',;0.05,;70;'adaptive',;None,;'adam'};;
0.37778;(+/-0.13966);'identity',;0.05,;9;'constant',;1;'adam'};;
0.37778;(+/-0.13966);'identity',;0.05,;9;'adaptive',;1;'adam'};;
0.37778;(+/-0.10224);'identity',;0.05,;11;'constant',;1;'adam'};;
0.37778;(+/-0.10224);'identity',;0.05,;11;'adaptive',;1;'adam'};;
0.37593;(+/-0.11523);'tanh',;0.0001,;5;'adaptive',;None,;'lbfgs'};;
0.37593;(+/-0.15081);'relu',;0.0001,;14;'constant',;None,;'adam'};;
0.37593;(+/-0.11840);'logistic',;0.0001,;54;'constant',;None,;'adam'};;
0.37593;(+/-0.14094);'identity',;0.0001,;9;'constant',;1;'adam'};;
0.37593;(+/-0.14094);'identity',;0.0001,;9;'adaptive',;1;'adam'};;
0.37593;(+/-0.10515);'identity',;0.0001,;11;'constant',;1;'adam'};;
0.37593;(+/-0.10515);'identity',;0.0001,;11;'adaptive',;1;'adam'};;
0.37407;(+/-0.06809);'logistic',;0.0001,;49;'adaptive',;None,;'adam'};;
0.37407;(+/-0.09177);'logistic',;0.0001,;50;'constant',;None,;'adam'};;
0.37407;(+/-0.11343);'logistic',;0.0001,;51;'adaptive',;None,;'adam'};;
0.37407;(+/-0.08429);'logistic',;0.05,;58;'adaptive',;None,;'adam'};;
0.37407;(+/-0.13858);'logistic',;0.05,;60;'constant',;None,;'adam'};;
0.37222;(+/-0.09207);'relu',;0.05,;14;'constant',;None,;'adam'};;
0.37222;(+/-0.09979);'logistic',;0.0001,;5;'adaptive',;None,;'lbfgs'};;
0.37222;(+/-0.11794);'logistic',;0.05,;49;'adaptive',;None,;'adam'};;
0.37222;(+/-0.10887);'logistic',;0.05,;54;'constant',;1;'adam'};;
0.37222;(+/-0.10463);'logistic',;0.05,;54;'constant',;None,;'adam'};;
0.37222;(+/-0.10887);'logistic',;0.05,;54;'adaptive',;1;'adam'};;
0.37222;(+/-0.11583);'logistic',;0.05,;55;'adaptive',;None,;'adam'};;
0.37222;(+/-0.09207);'logistic',;0.05,;58;'constant',;1;'adam'};;
0.37222;(+/-0.09207);'logistic',;0.05,;58;'adaptive',;1;'adam'};;
0.37222;(+/-0.09472);'identity',;0.05,;2;'adaptive',;None,;'lbfgs'};;
0.37037;(+/-0.21127);'tanh',;0.0001,;10;'adaptive',;None,;'adam'};;
0.37037;(+/-0.14666);'relu',;0.05,;14;'constant',;1;'adam'};;
0.37037;(+/-0.14666);'relu',;0.05,;14;'adaptive',;1;'adam'};;
0.37037;(+/-0.23207);'relu',;0.05,;15;'adaptive',;None,;'adam'};;
0.37037;(+/-0.06869);'logistic',;0.0001,;45;'adaptive',;None,;'adam'};;
0.37037;(+/-0.11978);'logistic',;0.0001,;47;'constant',;1;'adam'};;
0.37037;(+/-0.11978);'logistic',;0.0001,;47;'adaptive',;1;'adam'};;
0.37037;(+/-0.09701);'logistic',;0.0001,;47;'adaptive',;None,;'adam'};;
0.37037;(+/-0.11978);'logistic',;0.05,;59;'constant',;None,;'adam'};;
0.37037;(+/-0.10937);'logistic',;0.05,;61;'constant',;1;'adam'};;
0.37037;(+/-0.10937);'logistic',;0.05,;61;'adaptive',;1;'adam'};;
0.36852;(+/-0.09952);'tanh',;0.05,;3;'constant',;None,;'lbfgs'};;
0.36852;(+/-0.12081);'tanh',;0.05,;11;'constant',;1;'adam'};;
0.36852;(+/-0.12081);'tanh',;0.05,;11;'adaptive',;1;'adam'};;
0.36852;(+/-0.06809);'relu',;0.0001,;3;'constant',;1;'lbfgs'};;
0.36852;(+/-0.06809);'relu',;0.0001,;3;'adaptive',;1;'lbfgs'};;
0.36852;(+/-0.14553);'relu',;0.0001,;14;'constant',;1;'adam'};;
0.36852;(+/-0.14553);'relu',;0.0001,;14;'adaptive',;1;'adam'};;
0.36852;(+/-0.16786);'relu',;0.05,;13;'adaptive',;None,;'adam'};;
0.36852;(+/-0.17269);'logistic',;0.0001,;57;'adaptive',;None,;'adam'};;
0.36852;(+/-0.10899);'logistic',;0.05,;47;'constant',;None,;'adam'};;
0.36852;(+/-0.11197);'logistic',;0.05,;66;'adaptive',;None,;'adam'};;
0.36667;(+/-0.12205);'tanh',;0.0001,;11;'constant',;1;'adam'};;
0.36667;(+/-0.12205);'tanh',;0.0001,;11;'adaptive',;1;'adam'};;
0.36667;(+/-0.17237);'tanh',;0.05,;4;'constant',;None,;'lbfgs'};;
0.36667;(+/-0.11367);'relu',;0.0001,;12;'adaptive',;None,;'adam'};;
0.36667;(+/-0.14402);'logistic',;0.0001,;55;'constant',;1;'adam'};;
0.36667;(+/-0.14402);'logistic',;0.0001,;55;'adaptive',;1;'adam'};;
0.36667;(+/-0.11898);'logistic',;0.05,;44;'adaptive',;None,;'adam'};;
0.36667;(+/-0.08165);'logistic',;0.05,;50;'constant',;1;'adam'};;
0.36667;(+/-0.08165);'logistic',;0.05,;50;'adaptive',;1;'adam'};;
0.36667;(+/-0.12273);'logistic',;0.05,;52;'adaptive',;None,;'adam'};;
0.36667;(+/-0.12862);'logistic',;0.05,;55;'constant',;1;'adam'};;
0.36667;(+/-0.12862);'logistic',;0.05,;55;'adaptive',;1;'adam'};;
0.36667;(+/-0.08064);'identity',;0.0001,;10;'adaptive',;None,;'adam'};;
0.36481;(+/-0.11805);'logistic',;0.0001,;48;'constant',;1;'adam'};;
0.36481;(+/-0.11805);'logistic',;0.0001,;48;'adaptive',;1;'adam'};;
0.36481;(+/-0.11665);'logistic',;0.0001,;58;'adaptive',;None,;'adam'};;
0.36481;(+/-0.11416);'logistic',;0.05,;53;'constant',;None,;'adam'};;
0.36296;(+/-0.18377);'tanh',;0.0001,;6;'adaptive',;None,;'lbfgs'};;
0.36296;(+/-0.14411);'relu',;0.05,;13;'constant',;None,;'adam'};;
0.36296;(+/-0.04655);'logistic',;0.0001,;46;'adaptive',;None,;'adam'};;
0.36296;(+/-0.12250);'logistic',;0.0001,;55;'adaptive',;None,;'adam'};;
0.36296;(+/-0.05159);'logistic',;0.05,;44;'constant',;None,;'adam'};;
0.36296;(+/-0.12250);'logistic',;0.05,;48;'constant',;None,;'adam'};;
0.36296;(+/-0.08429);'logistic',;0.05,;57;'adaptive',;None,;'adam'};;
0.36111;(+/-0.07201);'tanh',;0.0001,;8;'adaptive',;None,;'adam'};;
0.36111;(+/-0.07909);'tanh',;0.05,;9;'adaptive',;None,;'adam'};;
0.36111;(+/-0.13178);'relu',;0.0001,;13;'constant',;1;'adam'};;
0.36111;(+/-0.13178);'relu',;0.0001,;13;'adaptive',;1;'adam'};;
0.36111;(+/-0.07751);'relu',;0.0001,;14;'adaptive',;None,;'adam'};;
0.36111;(+/-0.15262);'logistic',;0.0001,;43;'adaptive',;None,;'adam'};;
0.36111;(+/-0.09813);'logistic',;0.05,;47;'constant',;1;'adam'};;
0.36111;(+/-0.09813);'logistic',;0.05,;47;'adaptive',;1;'adam'};;
0.36111;(+/-0.13699);'identity',;0.0001,;9;'constant',;None,;'adam'};;
0.35926;(+/-0.04475);'tanh',;0.0001,;5;'constant',;1;'lbfgs'};;
0.35926;(+/-0.04475);'tanh',;0.0001,;5;'adaptive',;1;'lbfgs'};;
0.35926;(+/-0.27731);'relu',;0.05,;5;'constant',;None,;'lbfgs'};;
0.35926;(+/-0.08623);'relu',;0.05,;14;'adaptive',;None,;'adam'};;
0.35926;(+/-0.11840);'logistic',;0.0001,;44;'constant',;1;'adam'};;
0.35926;(+/-0.11840);'logistic',;0.0001,;44;'adaptive',;1;'adam'};;
0.35926;(+/-0.12968);'logistic',;0.0001,;49;'constant',;None,;'adam'};;
0.35926;(+/-0.10515);'logistic',;0.0001,;52;'constant',;1;'adam'};;
0.35926;(+/-0.10515);'logistic',;0.0001,;52;'adaptive',;1;'adam'};;
0.35926;(+/-0.14123);'logistic',;0.05,;47;'adaptive',;None,;'adam'};;
0.35926;(+/-0.12250);'logistic',;0.05,;51;'constant',;None,;'adam'};;
0.35926;(+/-0.10593);'logistic',;0.05,;54;'adaptive',;None,;'adam'};;
0.35741;(+/-0.12582);'tanh',;0.0001,;8;'constant',;None,;'adam'};;
0.35741;(+/-0.12250);'relu',;0.05,;13;'constant',;1;'adam'};;
0.35741;(+/-0.12250);'relu',;0.05,;13;'adaptive',;1;'adam'};;
0.35741;(+/-0.08429);'logistic',;0.0001,;39;'constant',;1;'adam'};;
0.35741;(+/-0.08429);'logistic',;0.0001,;39;'adaptive',;1;'adam'};;
0.35741;(+/-0.11086);'logistic',;0.05,;48;'constant',;1;'adam'};;
0.35741;(+/-0.11086);'logistic',;0.05,;48;'adaptive',;1;'adam'};;
0.35741;(+/-0.06869);'logistic',;0.05,;52;'constant',;1;'adam'};;
0.35741;(+/-0.06869);'logistic',;0.05,;52;'adaptive',;1;'adam'};;
0.35556;(+/-0.13364);'tanh',;0.0001,;9;'constant',;1;'adam'};;
0.35556;(+/-0.13364);'tanh',;0.0001,;9;'adaptive',;1;'adam'};;
0.35556;(+/-0.11794);'relu',;0.05,;6;'adaptive',;None,;'lbfgs'};;
0.35556;(+/-0.10463);'logistic',;0.0001,;48;'constant',;None,;'adam'};;
0.35556;(+/-0.08654);'logistic',;0.05,;46;'constant',;None,;'adam'};;
0.35370;(+/-0.07047);'logistic',;0.0001,;35;'constant',;1;'adam'};;
0.35370;(+/-0.07047);'logistic',;0.0001,;35;'adaptive',;1;'adam'};;
0.35370;(+/-0.08232);'logistic',;0.0001,;51;'constant',;1;'adam'};;
0.35370;(+/-0.08232);'logistic',;0.0001,;51;'adaptive',;1;'adam'};;
0.35370;(+/-0.07333);'identity',;0.0001,;8;'constant',;None,;'adam'};;
0.35185;(+/-0.14694);'tanh',;0.05,;9;'constant',;1;'adam'};;
0.35185;(+/-0.14694);'tanh',;0.05,;9;'adaptive',;1;'adam'};;
0.35185;(+/-0.32513);'relu',;0.0001,;9;'constant',;None,;'lbfgs'};;
0.35185;(+/-0.21742);'relu',;0.05,;9;'constant',;1;'adam'};;
0.35185;(+/-0.21742);'relu',;0.05,;9;'adaptive',;1;'adam'};;
0.35185;(+/-0.20414);'logistic',;0.0001,;4;'adaptive',;None,;'lbfgs'};;
0.35185;(+/-0.08182);'logistic',;0.0001,;45;'constant',;1;'adam'};;
0.35185;(+/-0.08182);'logistic',;0.0001,;45;'adaptive',;1;'adam'};;
0.35185;(+/-0.12384);'logistic',;0.0001,;51;'constant',;None,;'adam'};;
0.35185;(+/-0.12081);'logistic',;0.0001,;52;'adaptive',;None,;'adam'};;
0.35185;(+/-0.07333);'logistic',;0.05,;39;'constant',;1;'adam'};;
0.35185;(+/-0.07333);'logistic',;0.05,;39;'adaptive',;1;'adam'};;
0.35185;(+/-0.11805);'logistic',;0.05,;42;'adaptive',;None,;'adam'};;
0.35185;(+/-0.11086);'logistic',;0.05,;44;'constant',;1;'adam'};;
0.35185;(+/-0.11086);'logistic',;0.05,;44;'adaptive',;1;'adam'};;
0.35000;(+/-0.12273);'relu',;0.0001,;15;'constant',;None,;'adam'};;
0.35000;(+/-0.08654);'logistic',;0.0001,;40;'adaptive',;None,;'adam'};;
0.35000;(+/-0.09558);'logistic',;0.0001,;42;'adaptive',;None,;'adam'};;
0.35000;(+/-0.11583);'logistic',;0.0001,;49;'constant',;1;'adam'};;
0.35000;(+/-0.11583);'logistic',;0.0001,;49;'adaptive',;1;'adam'};;
0.35000;(+/-0.08165);'logistic',;0.05,;46;'adaptive',;None,;'adam'};;
0.35000;(+/-0.07086);'identity',;0.05,;8;'constant',;None,;'adam'};;
0.34815;(+/-0.18688);'tanh',;0.05,;8;'constant',;None,;'adam'};;
0.34815;(+/-0.19904);'relu',;0.0001,;9;'constant',;1;'adam'};;
0.34815;(+/-0.19904);'relu',;0.0001,;9;'adaptive',;1;'adam'};;
0.34815;(+/-0.14750);'relu',;0.05,;16;'constant',;1;'adam'};;
0.34815;(+/-0.14750);'relu',;0.05,;16;'adaptive',;1;'adam'};;
0.34815;(+/-0.12317);'logistic',;0.0001,;44;'constant',;None,;'adam'};;
